,business_id,name,neighborhood,address,city,state,postal_code,latitude,longitude,stars,review_count,is_open,categories
109471,6XqMdnMGVBP9cog3-Z70pA,"""Uncle Harry's Fish And Chips""",Scarborough,"""462 Birchmount Road""",Scarborough,ON,M1K 1N8,43.7070400898,-79.2681915153,2.5,7,1,Restaurants;Seafood;Burgers;Fish & Chips
109486,8CL8Ys3H9Fb3pH6qlRZVKw,"""Cuchulainn's Irish Pub""",Streetsville,"""158 Queen Street S""",Mississauga,ON,L5M 1K8,43.5824686,-79.7150105,3.5,18,1,Irish Pub;Nightlife;Pubs;Restaurants;Bars;Irish
109494,CdosyusMQ9z4RD6mN01xxw,"""Mandu""",Neue Vorstadt,"""Fritz-Elsas-Str. 60""",Stuttgart,BW,70174,48.77759,9.16839,4.0,13,1,Restaurants;Korean
109496,UOHwhOqB4cIKZ79xpJxTJw,"""Sushi Kizoku""",Wychwood,"""813 Saint Clair Avenue W""",Toronto,ON,M6C 1B9,43.6804398007,-79.43079561,4.5,17,1,Sushi Bars;Restaurants
109523,dUePqUU5pROUEPiWBau72A,"""Brazen Head Irish Pub""",Liberty Village,"""165 E Liberty Street""",Toronto,ON,M6K 3P6,43.638544,-79.417144,3.0,149,1,Restaurants;Nightlife;Bars;Irish;Pubs
109559,__S1Mhl6Lve4IbK3p4E19Q,"""Chez Sen""",Plateau-Mont-Royal,"""4723 Rue Saint -Denis""",Montréal,QC,H2J 2L5,45.5253347,-73.5855829,4.0,6,1,Thai;Restaurants;Chinese
109560,uQBpqa5vqv_Dzcks9q9E7Q,"""Scruffy Murphy's Irish Pub & Restaurant""",Etobicoke,"""225 The East Mall""",Etobicoke,ON,M9B 6J1,43.6323737,-79.552189,3.0,14,1,Bars;Nightlife;Irish;Pubs;Restaurants
109581,8nmjvYX4N67cxOsGfbEgjg,"""Studio Movie Grill""",Uptown,"""210 E Trade St, Ste D-290""",Charlotte,NC,28202,35.225378,-80.841961,2.5,338,1,Restaurants;American (New);American (Traditional);Nightlife;Cinema;Bars;Arts & Entertainment
109586,oPvYovnl06fy5W0e51zjMQ,"""Winghart's Burger & Whiskey Bar""",South Side,"""1505 E Carson St""",Pittsburgh,PA,15203,40.4290553,-79.9831387,3.5,142,1,Burgers;Nightlife;Restaurants;Whiskey Bars;Bars;Pizza
109624,zhxnD7J5_sCrKSw5cwI9dQ,"""Popeyes Louisiana Kitchen""",Sunrise,"""4505 E Bonanza Rd""",Las Vegas,NV,89110,36.1731225,-115.0779286,1.5,15,1,Chicken Wings;Restaurants;Fast Food
109654,6FBGPT16vWunVwgB5aSEKg,"""L'Gros Luxe""",Sud-Ouest,"""2472 Rue Notre-Dame O""",Montréal,QC,H3J 1N5,45.4830862,-73.5749195,3.0,60,1,Diners;Sandwiches;Tapas/Small Plates;Breakfast & Brunch;Gastropubs;Restaurants;Chicken Wings;Burgers
109658,CotnZvwxCubcWqsG2hK0gw,"""Perla Restaurant""",Little Italy,"""539 College St""",Toronto,ON,M6G 1A9,43.6554828,-79.4115051,3.5,11,1,Restaurants;Portuguese
109660,IHX9FiUyNxxGFgFS5rTOxQ,"""Papillon Bleu""",Ville-Marie,"""200 Rue Saint-Jacques""",Montreal,QC,H2Y 1M1,45.5041659,-73.5582169,4.0,19,1,Restaurants;Chinese
109665,uufFYaIiNeISTgzSsEcYwg,"""The Lodge Hualapai""",South Summerlin,"""3460 S Hualapai Way""",Las Vegas,NV,89117,36.12736,-115.31477,3.0,38,1,Nightlife;Restaurants;Pubs;Bars;American (Traditional)
109670,RPmgVYvtqg2MaKYSxUrchQ,"""Riverdale Perk Cafe""",Riverdale,"""633 Logan Avenue""",Toronto,ON,M4K 3C4,43.6712556,-79.3467092,4.0,28,1,Sandwiches;Restaurants;Food;Cafes;Breakfast & Brunch;Coffee & Tea;Desserts
109688,Q94ivaOTq5dJLq2GsRjg1Q,"""Adams 7th Street Market""",Elizabeth,"""401 Hawthorne Ln, Ste 100""",Charlotte,NC,28204,35.2161011,-80.8220996,4.0,19,1,Restaurants;Breakfast & Brunch;Sandwiches;Delis
109697,wuYKpHyjIfyvMR9YlwHn6Q,"""Dino's Wood Burning Pizza""",Etobicoke,"""820 The Queensway""",Toronto,ON,M8Z 1N6,43.6251386,-79.5080193,4.0,67,1,Pizza;Restaurants
109711,7zeopyMwmDrKSJ1RD1UU7w,"""Mandarin Restaurant - Scarborough""",Scarborough,"""2206 Eglinton Avenue E""",Scaroborough,ON,M1L 4S7,43.7305328,-79.2796392,3.5,44,1,Restaurants;Buffets;American (New);Chinese
109717,oeUaabMb78LwMPuR2RHyAQ,"""Goodfood""",Saint-Laurent,"""""",Montréal,QC,H4N 1W5,45.5264976,-73.6643893,2.0,13,1,Specialty Food;Food;Food Delivery Services;Gluten-Free;Restaurants
109720,vFTKENEf3AxbodEshK5W2A,"""Brando's Sportsbar""",Southwest,"""3725 Blue Diamond Rd""",Las Vegas,NV,89139,36.0384623,-115.1935023,4.0,112,1,Bars;Chicken Wings;Sports Bars;Restaurants;Pizza;Nightlife
109721,0Lqwt0DER_Wjzh-t1ihwXw,"""Valle""",Universität,"""Geschwister-Scholl-Str. 3""",Stuttgart,BW,70174,48.78236,9.17621,4.0,100,1,Restaurants;Italian;Pizza;Food;Event Planning & Services;Caterers;Delicatessen
109729,L4wjHHeoJ33KK59i3xpOqw,"""Asahi Sushi""",Church-Wellesley Village,"""640 Church St""",Toronto,ON,M4W 3T5,43.6699469,-79.3829001,3.0,53,1,Restaurants;Sushi Bars;Japanese;Korean
109732,XwOglLrWBvwFRKqt6dT10Q,"""Michael Neave Kitchen and Whisky Bar""",Old Town,"""21 Old Fishmarket Close, High Street""",Edinburgh,EDH,EH1 1RW,55.9491409591,-3.1894835345,4.5,13,1,Bars;Restaurants;Nightlife;British;Whiskey Bars
109749,0mGYvAFGxH9bGRqYHxS0BQ,"""Touhenboku Ramen Restaurant""",Yonge and Eglinton,"""2459 Yonge Street""",Toronto,ON,M4P,43.7114087,-79.3993231,3.5,100,1,Japanese;Noodles;Ramen;Restaurants
109767,btQGM0ez3Nkq2w5nMlMuqg,"""La Maison De Kebab""",Ville-Marie,"""820 avenue Atwater""",Montréal,QC,H4C 2H1,45.485137,-73.5806249,4.0,31,1,Restaurants;Persian/Iranian;Middle Eastern
109770,LoV_W0p5l0r4zvuHs7F9FA,"""Chicken King""",Steele Creek,"""13215 General Dr""",Charlotte,NC,28273,35.1205039,-80.949078,3.5,19,1,Chicken Wings;Fish & Chips;Restaurants;Comfort Food;Burgers;American (Traditional)
109781,HNv5U4CnJIY5CiwdedVrHQ,"""AMP 150""",Jefferson,"""4277 W 150th St""",Cleveland,OH,44135,41.4377263,-81.7998211,3.5,117,1,American (New);Restaurants;Lounges;Bars;Nightlife
109790,OzujiLjUUAeoTGPNZ8ViCA,"""Peking Garden Restaurant""",Scarborough,"""4532 Kingston Rd""",Scarborough,ON,M1E 2N8,43.7719401,-79.1857995,3.0,10,1,Food;Restaurants;Imported Food;Specialty Food;Ethnic Food;Chinese
109800,33vbsWfLBMhndeE3jZiFrQ,"""Pandore""",Ville-Marie,"""2 Rue Sainte-Catherine E, 5 étage""",Montréal,QC,H2X 1K4,45.5098830906,-73.5636846373,3.0,14,1,French;Restaurants;Nightlife;Canadian (New);Dance Clubs;Bars
109824,-U0liwRSHGYBEMYVj8kFmQ,"""Mickey & Mooch""",Arboretum,"""8128 Providence Rd""",Charlotte,NC,28277,35.0960065,-80.7801381,3.0,104,1,Steakhouses;Restaurants;Seafood;American (New)
109836,ElM8yyW45TAy4vjApwy7ZQ,"""Jadon Foods""",Northwest,"""4343 N Rancho Dr, Ste 120""",Las Vegas,NV,89130,36.2386901,-115.23341,3.5,6,1,Gluten-Free;Bakeries;Food;Restaurants
109840,nxlgrjTdUhvTg_3Ai0JKqw,"""Restaurant Station Hot-Dog Montreal""",Pierrefonds-Roxboro,"""15680 Boul De Pierrefonds""",Pierrefonds,QC,H9H 4K3,45.48026,-73.8645649,4.5,7,1,Restaurants;Breakfast & Brunch;Burgers;Hot Dogs
109843,VTJIw7e4s5MSkg4OdNer6w,"""Miko Poke""",Dudgeon-Monroe,"""2701 Monroe St, Ste 250""",Madison,WI,53711,43.0566355,-89.4290631,4.0,155,1,Hawaiian;Restaurants;Food;Poke
109853,cen0cy8yRG4DQSR_8xcupQ,"""Falafel World""",Bloor-West Village,"""2396 Bloor Street W""",Toronto,ON,M6S 1P5,43.6498611953,-79.4826032879,4.0,59,1,Restaurants;Middle Eastern;Falafel;Mediterranean
109892,EIMcfTgbWcbkIGajmPg_pw,"""Swiss Chalet Rotisserie & Grill""",Erin Mills,"""2975 Eglinton Ave W""",Mississauga,ON,L5M 6J3,43.5498081,-79.7175984,3.0,10,1,American (Traditional);Comfort Food;Restaurants
109911,ofw8aDSEg1HoQdmCgvLtaQ,"""The Pie Commission""",Etobicoke,"""935 Queensway""",Toronto,ON,M8Z 1P4,43.6238814054,-79.512073852,4.5,194,1,Food;Restaurants;Canadian (New);Fast Food;Do-It-Yourself Food
109913,4mYS-4UOjTKgsf0tX1_IkQ,"""Banh Mi & Ti""",Lawrenceville,"""4502 Butler St""",Pittsburgh,PA,15201,40.4721452731,-79.958936443,4.5,161,1,Food;Vietnamese;Cafes;Bubble Tea;Restaurants
109923,rU3gQnwoCx_bjDJEsxathA,"""Amore Trattoria""",Yonge and Eglinton,"""2425 Yonge St""",Toronto,ON,M4P 2E7,43.7106276,-79.3987543,3.0,63,1,Restaurants;Italian
109948,8cn8zqkyz-UpGKXcKeIRYA,"""Wasabi Jane's Venetiaen""",The Strip,"""3355 Las Vegas Blvd S""",Las Vegas,NV,89109,36.121428,-115.169617,2.0,6,1,Japanese;Restaurants
109955,GNEjlH_KssnJVRtqV4hAiw,"""Ethiopiques""",Downtown Core,"""227 Church Street""",Toronto,ON,M5B 1Y7,43.6563421,-79.3770428,3.5,97,1,Restaurants;African;Ethiopian
109975,meIoY_9NhN8ttxL7ZcpEYQ,"""Burger King""",Summerlin,"""10880 W Charleston Blvd""",Las Vegas,NV,89135,36.160133,-115.3334407,2.5,20,1,Restaurants;American (Traditional);Fast Food;Burgers
109981,LOyGm5Q6zdTHdntLBUyBrg,"""Wendy's""",Spring Valley,"""3995 S Durango Dr""",Las Vegas,NV,89147,36.11706,-115.279457,2.5,29,1,Restaurants;Burgers;Fast Food
109994,JqtEhMEVgG8Jx1k1EHISzA,"""Cafe Plenty""",Downtown Core,"""250 Dundas Street W""",Toronto,ON,M5T 2Z5,43.654782,-79.38955,4.0,22,1,Restaurants;Sandwiches;Coffee & Tea;Food
110020,y7Js-07RF8d3N_AEtaw2VQ,"""Heart Attack Grill""",Downtown,"""450 Fremont St""",Las Vegas,NV,89101,36.1694,-115.140782,3.0,877,1,American (Traditional);Performing Arts;Arts & Entertainment;Burgers;Restaurants
110043,oDNfrdvMV2Fq0R6vd2XwNw,"""Koi Restaurant""",The Strip,"""3667 Las Vegas Blvd S""",Las Vegas,NV,89109,36.110474891,-115.172241112,3.5,581,1,Sushi Bars;Japanese;Restaurants
110048,1kqLZp0_FEMHGx-W4TjTLQ,"""Hong Kong Style Tea & Fast Food""",Scarborough,"""2301 Brimley Road""",Toronto,ON,M1S,43.7977079345,-79.2722371593,4.0,9,1,Chinese;Restaurants;Fast Food;Food Court
110097,4VFSvjuAkcpa2IOPc92Ksg,"""Scarborough Buffet""",Scarborough,"""1221 Markham Road, Unit 1A""",Toronto,ON,M1H 3E2,43.7786531,-79.2321322,2.5,30,1,Restaurants;Buffets;Chinese
110107,pbMrG6pc-dh5yePwYRNa2A,"""Cho Cho Cho""",Wychwood,"""863 St Clair Avenue W""",Toronto,ON,M6C 1C4,43.6798882,-79.4329297,3.0,21,1,Chinese;Restaurants;Food Delivery Services;Food
110109,ATMiPNPxN-g1ra7nar5prA,"""Fleming's Prime Steakhouse - Charlotte""",Uptown,"""210 E Trade St""",Charlotte,NC,28202,35.2254656104,-80.8430188493,3.5,213,1,Restaurants;Wine Bars;Bars;Nightlife;Salad;Seafood;Steakhouses
110113,fbZKVUec4oNGmPRXzWGpxQ,"""Bar Napoli""",New Town,"""75 Hanover Street""",Edinburgh,EDH,EH2 1EE,55.9540304097,-3.197270294,3.0,33,1,Restaurants;Italian
110124,wOKcWLyN1DhSEl3Y1eG5nQ,"""Flying Fig""",Ohio City,"""2523 Market Ave""",Cleveland,OH,44113,41.4841805071,-81.7043139059,4.0,364,1,Bars;Vegetarian;Nightlife;American (New);Restaurants;Breakfast & Brunch
110151,oJZNHz5UUVUgrZwVBVlpYw,"""Petrossian Bar""",The Strip,"""3600 S Las Vegas Blvd""",Las Vegas,NV,89109,36.1128473337,-115.175814629,4.0,177,1,French;Bars;Coffee & Tea;Food;Wine Bars;Restaurants;Lounges;Nightlife;Tea Rooms
110157,ufmokEGxGqEWIdvIVsNg_Q,"""Aria Mediterranean Restaurant""",Westside,"""230 S Rainbow Blvd""",Las Vegas,NV,89145,36.171313,-115.245475,4.5,166,1,Middle Eastern;Persian/Iranian;Mediterranean;Vegetarian;Restaurants
110158,WU0rArtd0GcTt8ndKzeKaw,"""Cobrinha Brazilian Jiu Jitsu Academy""",Westside,"""321 N Buffalo Dr, Ste 120""",Las Vegas,NV,89145,36.176313,-115.260817,5.0,33,1,Restaurants;Gyms;Trainers;Fitness & Instruction;Martial Arts;Active Life;Brazilian
110169,GUaPe4gw5KhihfPPqhtSIA,"""TGI Fridays""",Eastside,"""5111 Boulder Hwy""",Las Vegas,NV,89122,36.1072677093,-115.060969928,3.0,127,1,Nightlife;American (Traditional);Bars;Restaurants
110172,3WFMeB2eYce2E1iLZgAg2A,"""Abbirami Catering""",Scarborough,"""2619 Eglinton Ave E""",Scarborough,ON,M1K 2S2,43.7357871,-79.2524034,3.5,11,1,Caterers;Event Planning & Services;Indian;Restaurants
110173,t-LnJne10SHAWATKYdQdJQ,"""HuHot Mongolian Grill""",Junction Ridge,"""610 Junction Rd, Ste 101""",Madison,WI,53717,43.0732552,-89.5266699,3.0,117,1,Restaurants;Mongolian;Asian Fusion;Chinese
110181,LdD0yYLcHuamULrvZYY3Jg,"""Pégase""",Plateau-Mont-Royal,"""1831 Rue Gilford""",Montréal,QC,H2H 1G6,45.5349972,-73.5778048,4.5,40,1,Restaurants;French
110210,Mrh6EoDcsDWmvWBPmK7ncw,"""Pickles Pizza & Sandwich Emporium""",North Side,"""424 E Ohio St""",Pittsburgh,PA,15212,40.4535915,-80.0008071,3.0,21,1,Pizza;Restaurants
110212,0AoLth4u_V4mOx8Az_AIYQ,"""Brighton Hot Dog Shoppe""",West End,"""2401 Noblestown Rd""",Pittsburgh,PA,15205,40.4268539,-80.0572694,4.0,25,1,Fast Food;Restaurants;Hot Dogs;Burgers
110213,BbOx9i_kDJBnE9K2hyqBTg,"""Kahuku Poke and Hawaiian Barbecue""",Southeast,"""450 E Silverado Ranch Blvd""",Las Vegas,NV,89123,36.0145699,-115.1534221,3.5,132,1,Restaurants;Hawaiian;Seafood Markets;Poke;Seafood;Food;Asian Fusion;Specialty Food
110215,P9LAh1yahQqntqTlXIVPnw,"""Mamma Mia Pizzeria""",South Side,"""511 E Carson St""",Pittsburgh,PA,15203,40.4288247,-79.9945865,2.0,14,1,Food;Restaurants;Pizza;Italian
110216,O-04UXVtgezKPiQJOll3hg,"""Firehouse Subs""",Southeast,"""5905 S Eastern Ave, Ste 109""",Las Vegas,NV,89119,36.0819824,-115.1196025,4.0,97,1,Restaurants;Sandwiches;Delis;Fast Food
110217,LWk7Q5CTjpK-k_TfXdbApQ,"""Brasa Grill""",Warehouse District,"""1300 W 9th St""",Cleveland,OH,44113,41.4988517,-81.7008707,3.5,146,1,Restaurants;Brazilian;Steakhouses
110231,WVAvGK24DQ9FdsEHBqIygQ,"""Mi Taco Taqueria""",Queen Street West,"""247 Queen Street W""",Toronto,ON,M5V 1Z4,43.6502718,-79.3887054,3.5,68,1,Restaurants;Mexican
110240,PzQS2vMnpTsryOtf8WK17A,"""Burgatory""",Downtown,"""1001 Fifth Ave""",Pittsburgh,PA,15219,40.43917,-79.989656,3.5,13,1,Restaurants;Burgers
110243,SgEw4eNGSeP96OzfXf_79w,"""The Thai One On""",Milliken,"""7750 Kennedy Road""",Markham,ON,L3R 0A7,43.8425059,-79.3059487,2.5,33,1,Restaurants;Thai
110247,zgQHtqX0gqMw1nlBZl2VnQ,"""Momofuku Noodle Bar""",Financial District,"""190 University Avenue, Ground Floor""",Toronto,ON,M5H 0A3,43.649678,-79.386275,3.0,759,1,American (New);Ramen;Asian Fusion;Restaurants;Chinese;Soup;Japanese;Korean
110260,2XibM_ahlC7kRP59gLOnCA,"""Thai Express""",Downtown Core,"""40 King Street W""",Toronto,ON,M5H 3Y2,43.6495218,-79.3795976,2.5,15,1,Restaurants;Thai
110261,OqhMk3pIe-q-_ixiC6TNjw,"""Panera Bread""",University City,"""9321 Jw Clay Blvd""",Charlotte,NC,28262,35.31172178,-80.7451719046,3.5,52,1,Bakeries;Coffee & Tea;Breakfast & Brunch;Food;Bagels;Salad;Sandwiches;Soup;Restaurants
110285,rwLm3556i3xw2n3ND0cpdg,"""Thanjai""",Côte-des-Neiges,"""4759 Avenue Van Horne""",Montréal,QC,H3W 1H8,45.4948656,-73.6374224,4.0,88,1,Vegan;Halal;Indian;Restaurants
110316,1PJpo48hSChCbriXEHGSjw,"""Opus Restaurant""",The Annex,"""37 Prince Arthur Avenue""",Toronto,ON,M5R 1B2,43.66924,-79.3972042,4.0,47,1,Wine Bars;Restaurants;Nightlife;Italian;Canadian (New);Tapas/Small Plates;Bars;American (New)
110319,NjjHgGqhrUfZNK1TMcxTQw,"""Caffe Centro""",New Town,"""38 George Street""",Edinburgh,EDH,EH2 2LE,55.9532705862,-3.197686653,3.5,12,1,Restaurants;Food;Italian;Coffee & Tea
110334,B3omTXI--0eiBC7nCv_WXg,"""Farm Basket""",Westside,"""6148 W Charleston Blvd""",Las Vegas,NV,89146,36.1594218,-115.2250915,4.0,152,1,American (New);Fast Food;Restaurants
110338,M4RwZL5bTBTwwbVcoaDbtw,"""Rowley Inn""",Tremont,"""1104 Rowley Ave""",Cleveland,OH,44109,41.4689993,-81.6878849,4.5,69,1,Dive Bars;Restaurants;Beer;Wine & Spirits;Karaoke;Food;Sandwiches;American (Traditional);Bars;Burgers;Nightlife;Comfort Food
110348,sw3HdidP3E9YiuuLVyfeNw,"""Salto Antipasto Lounge""",Wychwood,"""1138 Davenport Road""",Toronto,ON,M6G 2C6,43.6748309,-79.430894,4.5,7,1,Restaurants;Italian
110355,8B6HoeMy-xCeOarkMANdZA,"""Quisqueya La Bella""",Detroit-Shoreway,"""4616 Clark Ave""",Cleveland,OH,44102,41.4698,-81.718884,5.0,17,1,Caribbean;Latin American;Restaurants;Dominican
110366,4NWMr9xSPImqdwDgYvrwXQ,"""The Stockbridge Tap""",Stockbridge,"""2-4 Raeburn Pl""",Edinburgh,EDH,EH4 1HN,55.9589945474,-3.2100258958,3.5,15,1,British;Restaurants;Gastropubs;Nightlife;Pubs;Bars
110368,VtVqCy22D43vtN4WRDD93Q,"""Mysteriously Yours Dinner Theatre""",Mount Pleasant and Davisville,"""2026 Yonge Street""",Toronto,ON,M4S 1Z9,43.701222,-79.397251,3.5,34,1,Performing Arts;Arts & Entertainment;Restaurants;Nightlife;Dinner Theater;Canadian (New)
110378,ibFdignja_hNpgCjDYP7Ug,"""Wahoo's Fish Tacos""",Spring Valley,"""7020 W Sunset Rd""",Las Vegas,NV,89113,36.0708627333,-115.244947596,3.5,238,1,Gluten-Free;Mexican;Seafood;Restaurants
110395,Hza5nxnDz-MEnCG-Im6-Nw,"""Gloria Espresso Bar & Cafe""",High Park,"""478 Roncesvalles Avenue""",Toronto,ON,M6R 2N5,43.6532229,-79.4519268,5.0,19,1,Coffee & Tea;Cafes;Food;Restaurants
110404,kqM_bA4eEAnIMekmyWB5WA,"""YooJ Express Restaurant""",Chinatown,"""280 Spadina Avenue""",Toronto,ON,M5T 1H1,43.6524646,-79.3983645,3.0,17,1,Canadian (New);Chinese;Restaurants
110416,f1K6hzQecl-sJFYRUHvDDQ,"""Szechuan Spice""",Shadyside,"""5700 Centre Ave""",Pittsburgh,PA,15206,40.4571291,-79.9334864,4.0,31,1,Chinese;Restaurants;Japanese
110417,X8lYvkI2Yv7f96cz4uE9LQ,"""Île Flottante""",Plateau-Mont-Royal,"""174-176 Rue Saint-Viateur O""",Montréal,QC,H2T 2L3,45.5236114,-73.6007712,5.0,71,1,Diners;French;Restaurants;Modern European
110430,i69tc6p5oH5dF2WZYueebQ,"""Sizzling Skillet""",Scarborough,"""2201 Ellesmere Road""",Toronto,ON,M1G 3M6,43.7769114116,-79.2312844673,3.5,22,1,Halal;Restaurants;Diners
110437,7vWb1Afpm2arr8NCaE_EyQ,"""Ogden Mart""",Downtown,"""823 E Ogden Ave""",Las Vegas,NV,89101,36.1687187,-115.1355377,4.5,8,1,American (Traditional);Convenience Stores;Food;Restaurants
110468,fCkvpPqOziXHHu-f8tbeZw,"""Wiseguys Pizza""",North Side,"""1223 Woods Run Ave""",Pittsburgh,PA,15212,40.4763098,-80.0311303,3.0,15,1,Restaurants;Pizza
110475,oFn6niideMF_jf7TkvUzLw,"""Wok's Tay Ho""",Rathaus,"""Rathauspassage 7""",Stuttgart,BW,70173,48.7743,9.17922,3.5,15,1,Chinese;Restaurants;Vietnamese;Food
110501,ChO3-jkbfBP3sDbep4Kl9g,"""The Blushing Bakeshop""",Steele Creek,"""10720 S Tryon St, Ste F""",Charlotte,NC,28273,35.1196437,-80.9567651,3.0,48,1,Food;Cupcakes;Gluten-Free;Bakeries;Restaurants;Desserts
110508,VR6GpWIda3SfvPC-lg9H3w,"""Tuck Shop""",Sud-Ouest,"""4662 Rue Notre-Dame O""",Montréal,QC,H4C 1S7,45.4729019,-73.5883212,4.5,50,1,Restaurants;Canadian (New);Italian
110513,LA9j7bDQLkDmLspdHwL3Bg,"""Roberto's Taco Shop""",Sunrise,"""241 N Nellis Blvd, Ste 101""",Las Vegas,NV,89110,36.1658093,-115.0626811,4.5,14,1,Mexican;Restaurants
110517,erx8tQ0Wdc5YM0FddaKqKA,"""Tres Rios""",South Side,"""1719 E Carson St""",Pittsburgh,PA,15203,40.4288635668,-79.981051866,4.0,94,1,Mexican;Bars;Restaurants;Cocktail Bars;Nightlife
110519,JryHF5fxQHx-zRqfhyp8AA,"""La Sala Rosa""",Plateau-Mont-Royal,"""4848 Boulevard Saint-Laurent""",Montréal,QC,H2T 2R6,45.5218492,-73.5904287,4.0,27,1,Spanish;Nightlife;Bars;Event Planning & Services;Gluten-Free;Restaurants;Music Venues;Tapas Bars;Breakfast & Brunch;Arts & Entertainment;Musicians
110545,skJ-AlN0DT9pmBDz0ixeJw,"""Parthenon Gyros""",Capitol,"""316 State St""",Madison,WI,53703,43.075014,-89.390617,3.5,136,1,Mediterranean;Restaurants;Greek
110546,5p5YW_5bMOSuLIQjkJPO3w,"""Naples 15""",Capitol,"""15 N Butler St""",Madison,WI,53703,43.0771243,-89.3815107,4.0,176,1,Italian;Restaurants
110549,4dIM5PORGIKZUmD-YQLf2g,"""Terrasse Lafayette""",Plateau-Mont-Royal,"""250 Rue Villeneuve Ouest""",Montréal,QC,H2V 2R1,45.518667,-73.591585,4.0,27,1,Modern European;Pizza;Seafood;Restaurants;Greek;Mediterranean
110584,BvJD3TvjGFVuJMuZ5D6FUA,"""Crazy Mocha Coffee""",Friendship,"""5607 Baum Blvd""",Pittsburgh,PA,15232,40.4579855,-79.9352334,3.5,21,1,Cafes;Restaurants;Coffee & Tea;Food
110589,j9YFHVQqxM_qKHIc4nck-A,"""Wong's Asian Cuisine""",Scarborough,"""2173 Avenue Lawrence E""",Scarborough,ON,M1P 2P5,43.7472771,-79.2838487,4.0,14,1,Chinese;Restaurants;Indian;Asian Fusion;Hakka
110597,1HfkEkNhI6XJXkgrCTBKpw,"""The Urban Tap""",South Side,"""1209 E Carson St""",Pittsburgh,PA,15203,40.4289466,-79.9858642,4.0,224,1,Nightlife;Restaurants;Tacos;Sports Bars;Gastropubs;Mexican;American (Traditional);Pubs;Bars;Beer Bar
110600,rKBqoXbY70awQP6p68e1_w,"""Miller Tavern""",Hogg's Hollow,"""3885 Yonge Street""",North York,ON,M4N 2P2,43.7407705874,-79.40574646,3.5,99,1,Nightlife;Restaurants;Wine Bars;Bars;Steakhouses;Seafood
110613,WIs9WUTcjNMbMY4QlcZhRQ,"""Café Saint-Henri""",Ville-Marie,"""301-C1 Rue Émery""",Montréal,QC,H2X 1J2,45.5144662443,-73.5639396396,5.0,8,1,Coffee & Tea Supplies;Food;Restaurants;Coffee & Tea;Cafes
110618,tCp1OkefhamXLeTnmEPUow,"""Les Enfants Terribles""",Outremont,"""1257 Avenue Bernard""",Montréal,QC,H2V 1V8,45.5198862,-73.6091691,3.5,72,1,Restaurants;Canadian (New);French;Breakfast & Brunch;Bistros;Brasseries
110627,Wt3cjmErqMHtxuHV_6PzOA,"""Craft City""",Uptown,"""555 S McDowell St""",Charlotte,NC,28204,35.2168065,-80.8382539,4.0,7,1,Nightlife;Bars;Restaurants;Latin American;Cocktail Bars
110650,eDtBCZDo92LqBCIfE45hhg,"""Accords""",Ville-Marie,"""212, rue Notre-Dame Ouest""",Montréal,QC,H2Y 1T3,45.5036104,-73.5573245,4.5,56,1,Wine Bars;Bars;Nightlife;Restaurants;French
110667,DTzkUTH90xMMJ3CVhcUZwA,"""Salon Nouveau""",Anthem,"""11125 S Eastern Ave, Ste 100""",Henderson,NV,89052,35.9900621,-115.1010458,2.5,59,1,Sailing;Waxing;Beauty & Spas;Hair Salons;Skin Care;Restaurants;Pizza;Hair Stylists;Laser Hair Removal;Hair Removal;Nail Salons;Active Life
110700,Ooy7Mf6uu2oCiHFokplmwA,"""Which Wich""",Ballantyne,"""11318 N Community House Rd""",Charlotte,NC,28277,35.0558598,-80.835121,3.5,29,1,Sandwiches;Restaurants
110703,TAiC1RIe_blpRNXt2gzNtQ,"""Teuchters""",West End,"""26 William Street""",Edinburgh,EDH,EH3 7NH,55.9493256,-3.2122881,4.0,21,1,Pubs;Nightlife;Restaurants;British;Bars
110713,LFhvb4H5muJkyUhlTyormg,"""Jumak""",Côte-des-Neiges,"""5335 Chemin Queen Mary""",Montréal,QC,H3X 1T9,45.4831478,-73.6298986,4.5,23,1,Korean;Restaurants
110733,KCIVWrtbeIlLpzRJWxJz4g,"""McDonalds""",Downtown Core,"""595 Bay Street W""",Toronto,ON,M7A 2C7,43.656066404,-79.3834265716,2.0,9,1,Burgers;Restaurants;Fast Food
110792,9eUBRR7WWOqXErZ7omYLNA,"""Sandbar""",South Summerlin,"""11024 W Charleston Blvd""",Las Vegas,NV,89148,36.1532890723,-115.331389231,3.0,24,1,Restaurants;Lounges;Music Venues;Cafes;Arts & Entertainment;Bars;Nightlife
110793,16tWXenJ1wTqugXJU7yiZg,"""808 Sushi""",Southwest,"""7435 S Durango Dr""",Las Vegas,NV,89113,36.0529956,-115.2799348,3.5,451,1,Sushi Bars;Food;Desserts;Restaurants
110798,94mQ3aJ2xjP6W-CV1j8cXg,"""Port of Subs""",Downtown,"""1730 E Charleston""",Las Vegas,NV,89104,36.158671,-115.12591,3.5,15,1,Delis;Restaurants;Sandwiches
110814,XarxHcmxyjvhzoROMTLyMg,"""Timberyard""",Old Town,"""10 Lady Lawson Street""",Edinburgh,EDH,EH3 9DS,55.9463418,-3.2014367,4.5,38,1,Restaurants;British
110833,nHz9d8CYcmRxDM2k8R6y8A,"""McDonald's""",Ville-Marie,"""1647 Rue Saint-Denis""",Montréal,QC,H2X 3K4,45.5152354,-73.5632516,2.0,8,1,Fast Food;Restaurants;Burgers
